""	"Gene1"	"Gene2"	"Gene3"	"Gene4"	"Gene5"	"Gene6"	"Gene7"	"Gene8"	"Gene9"	"Gene10"	"Gene11"	"Gene12"	"Gene13"	"Gene14"	"Gene15"	"Gene16"	"Gene17"	"Gene18"	"Gene19"	"Gene20"	"Gene21"	"Gene22"	"Gene23"	"Gene24"	"Gene25"	"Gene26"	"Gene27"	"Gene28"	"Gene29"	"Gene30"	"Gene31"	"Gene32"	"Gene33"	"Gene34"	"Gene35"	"Gene36"	"Gene37"	"Gene38"	"Gene39"	"Gene40"	"Gene41"	"Gene42"	"Gene43"	"Gene44"	"Gene45"	"Gene46"	"Gene47"	"Gene48"
"167"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"168"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"169"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"170"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"
"171"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"
"172"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"
"173"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"
"174"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"
"175"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
"176"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
"177"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"
"178"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"179"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"180"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"181"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"182"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"183"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"
"184"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"
"185"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"
"186"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"
"187"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"
"188"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"189"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"190"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"
"191"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
"192"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
"193"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
"194"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"
"195"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"
"196"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"
"197"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"
"198"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"
"199"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
"200"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"
"201"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"
"202"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"
"203"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"
